1356,43.0-130.0,12,0.29,0.61,33,0.48
1395,43.0-130.0,16,0.25,0.57,39,0.44
1404,43.0-130.0,12,0.26,0.58,37,0.44
1418,43.0-130.0,14,0.22,0.56,35,0.4
142,43.0-130.0,13,0.21,0.53,35,0.4
1425,43.0-130.0,10,0.19,0.47,23,0.4
1430,43.0-130.0,20,0.22,0.56,30,0.4
1433,43.0-130.0,13,0.24,0.55,24,0.44
1487,43.0-130.0,14,0.24,0.49,33,0.48
150,43.0-130.0,14,0.27,0.56,37,0.48
1506,43.0-130.0,19,0.22,0.54,44,0.4
1563,43.0-130.0,15,0.19,0.47,33,0.4
1582,43.0-130.0,14,0.29,0.49,30,0.6
1584,43.0-130.0,11,0.18,0.44,29,0.4
1618,43.0-130.0,14,0.23,0.53,37,0.44
1638,43.0-130.0,19,0.28,0.5,43,0.56
1643,43.0-130.0,18,0.2,0.49,32,0.4
1654,43.0-130.0,10,0.24,0.49,21,0.48
1658,43.0-130.0,17,0.39,0.57,42,0.68
1666,43.0-130.0,11,0.53,0.55,26,0.96
1675,43.0-130.0,10,0.26,0.47,28,0.56
1687,43.0-130.0,13,0.22,0.55,38,0.4
1699,43.0-130.0,13,0.24,0.54,29,0.44
1732,43.0-130.0,10,0.25,0.56,24,0.44
1745,43.0-130.0,14,0.22,0.54,28,0.4
1751,43.0-130.0,14,0.25,0.57,31,0.44
1753,43.0-130.0,18,0.32,0.61,36,0.52
176,43.0-130.0,20,0.22,0.54,31,0.4
1771,43.0-130.0,11,0.46,0.64,33,0.72
1788,43.0-130.0,13,0.27,0.61,33,0.44
1792,43.0-130.0,16,0.25,0.62,37,0.4
1822,43.0-130.0,19,0.23,0.53,34,0.44
1826,43.0-130.0,16,0.24,0.51,33,0.48
1885,43.0-130.0,13,0.31,0.52,28,0.6
1927,43.0-130.0,18,0.2,0.49,36,0.4
1942,43.0-130.0,15,0.22,0.5,25,0.44
1944,43.0-130.0,11,0.39,0.75,29,0.52
1988,43.0-130.0,10,0.35,0.46,32,0.76
1994,43.0-130.0,13,0.26,0.65,36,0.4
2003,43.0-130.0,16,0.23,0.57,36,0.4
2017,43.0-130.0,15,0.33,0.63,40,0.52
2018,43.0-130.0,12,0.23,0.52,37,0.44
2020,43.0-130.0,18,0.24,0.59,39,0.4
2057,43.0-130.0,17,0.42,0.59,35,0.72
2091,43.0-130.0,13,0.2,0.45,28,0.44
2100,43.0-130.0,11,0.36,0.64,30,0.56
2119,43.0-130.0,10,0.27,0.61,22,0.44
214,43.0-130.0,14,0.24,0.6,26,0.4
2142,43.0-130.0,11,0.28,0.64,35,0.44
2145,43.0-130.0,18,0.3,0.63,43,0.48
2161,43.0-130.0,18,0.21,0.52,35,0.4
220,43.0-130.0,19,0.2,0.42,32,0.48
2203,43.0-130.0,11,0.23,0.58,34,0.4
2220,43.0-130.0,18,0.2,0.45,38,0.44
2265,43.0-130.0,12,0.27,0.57,23,0.48
2278,43.0-130.0,12,0.24,0.61,36,0.4
2309,43.0-130.0,14,0.24,0.61,26,0.4
2315,43.0-130.0,16,0.22,0.55,27,0.4
2324,43.0-130.0,20,0.25,0.56,33,0.44
2353,43.0-130.0,11,0.25,0.48,31,0.52
2380,43.0-130.0,15,0.46,0.55,31,0.84
245,43.0-130.0,17,0.26,0.58,27,0.44
2475,43.0-130.0,15,0.25,0.53,40,0.48
2493,43.0-130.0,12,0.24,0.5,26,0.48
2494,43.0-130.0,14,0.3,0.69,32,0.44
2495,43.0-130.0,15,0.46,0.58,28,0.8
2498,43.0-130.0,12,0.2,0.51,23,0.4
2541,43.0-130.0,13,0.22,0.5,31,0.44
2550,43.0-130.0,14,0.26,0.6,24,0.44
2586,43.0-130.0,11,0.21,0.53,28,0.4
2605,43.0-130.0,11,0.3,0.53,32,0.56
2618,43.0-130.0,15,0.26,0.54,28,0.48
2663,43.0-130.0,10,0.21,0.53,34,0.4
2691,43.0-130.0,12,0.26,0.59,32,0.44
2697,43.0-130.0,18,0.24,0.49,41,0.48
2709,43.0-130.0,17,0.29,0.66,32,0.44
2710,43.0-130.0,18,0.26,0.58,29,0.44
279,43.0-130.0,13,0.24,0.54,31,0.44
31,43.0-130.0,12,0.24,0.6,25,0.4
316,43.0-130.0,16,0.48,0.57,38,0.84
340,43.0-130.0,14,0.32,0.57,31,0.56
343,43.0-130.0,10,0.24,0.55,23,0.44
365,43.0-130.0,11,0.25,0.52,30,0.48
368,43.0-130.0,20,0.27,0.52,30,0.52
409,43.0-130.0,18,0.22,0.55,29,0.4
430,43.0-130.0,11,0.22,0.56,36,0.4
465,43.0-130.0,12,0.24,0.61,23,0.4
47,43.0-130.0,17,0.32,0.72,36,0.44
506,43.0-130.0,11,0.38,0.59,33,0.64
525,43.0-130.0,10,0.23,0.58,20,0.4
537,43.0-130.0,19,0.25,0.56,36,0.44
558,43.0-130.0,11,0.25,0.57,24,0.44
571,43.0-130.0,10,0.24,0.6,29,0.4
621,43.0-130.0,17,0.2,0.5,30,0.4
624,43.0-130.0,18,0.32,0.62,38,0.52
625,43.0-130.0,16,0.24,0.55,34,0.44
628,43.0-130.0,19,0.32,0.57,31,0.56
640,43.0-130.0,12,0.48,0.57,24,0.84
641,43.0-130.0,18,0.26,0.54,31,0.48
644,43.0-130.0,14,0.24,0.61,37,0.4
673,43.0-130.0,13,0.24,0.6,38,0.4
687,43.0-130.0,10,0.24,0.59,28,0.4
699,43.0-130.0,14,0.47,0.65,32,0.72
730,43.0-130.0,10,0.26,0.58,25,0.44
761,43.0-130.0,12,0.34,0.7,32,0.48
781,43.0-130.0,13,0.31,0.6,34,0.52
818,43.0-130.0,14,0.31,0.71,35,0.44
82,43.0-130.0,14,0.21,0.47,37,0.44
827,43.0-130.0,16,0.35,0.72,39,0.48
837,43.0-130.0,13,0.22,0.54,23,0.4
839,43.0-130.0,12,0.28,0.58,30,0.48
840,43.0-130.0,15,0.23,0.58,33,0.4
853,43.0-130.0,11,0.2,0.5,34,0.4
875,43.0-130.0,12,0.23,0.52,34,0.44
887,43.0-130.0,16,0.21,0.47,28,0.44
892,43.0-130.0,19,0.22,0.54,40,0.4
896,43.0-130.0,13,0.23,0.58,37,0.4
946,43.0-130.0,11,0.26,0.66,22,0.4
976,43.0-130.0,15,0.31,0.55,38,0.56
993,43.0-130.0,16,0.21,0.53,26,0.4
1274,44.0-131.0,15,0.23,0.57,34,0.4
142,44.0-131.0,11,0.21,0.53,30,0.4
1487,44.0-131.0,14,0.2,0.49,31,0.4
156,44.0-131.0,11,0.22,0.54,34,0.4
1582,44.0-131.0,11,0.25,0.49,27,0.52
1618,44.0-131.0,12,0.21,0.53,36,0.4
1635,44.0-131.0,20,0.4,0.53,44,0.76
1638,44.0-131.0,20,0.22,0.5,42,0.44
1654,44.0-131.0,20,0.31,0.49,37,0.64
1658,44.0-131.0,18,0.27,0.57,36,0.48
1666,44.0-131.0,19,0.31,0.55,37,0.56
1730,44.0-131.0,16,0.3,0.68,36,0.44
1745,44.0-131.0,16,0.22,0.54,31,0.4
1751,44.0-131.0,14,0.27,0.57,24,0.48
1771,44.0-131.0,14,0.26,0.64,29,0.4
1788,44.0-131.0,14,0.24,0.61,28,0.4
1792,44.0-131.0,14,0.3,0.62,36,0.48
1885,44.0-131.0,18,0.21,0.52,38,0.4
1927,44.0-131.0,18,0.2,0.49,41,0.4
1954,44.0-131.0,18,0.21,0.53,41,0.4
1988,44.0-131.0,11,0.31,0.46,28,0.68
2020,44.0-131.0,20,0.24,0.59,36,0.4
214,44.0-131.0,20,0.24,0.6,37,0.4
220,44.0-131.0,17,0.22,0.42,39,0.52
2265,44.0-131.0,10,0.25,0.57,25,0.44
2353,44.0-131.0,16,0.19,0.48,36,0.4
2380,44.0-131.0,17,0.24,0.55,40,0.44
2605,44.0-131.0,17,0.47,0.53,41,0.88
2618,44.0-131.0,13,0.24,0.54,34,0.44
2656,44.0-131.0,16,0.24,0.55,36,0.44
279,44.0-131.0,15,0.24,0.54,39,0.44
340,44.0-131.0,13,0.43,0.57,31,0.76
372,44.0-131.0,11,0.26,0.58,36,0.44
546,44.0-131.0,18,0.28,0.59,41,0.48
628,44.0-131.0,13,0.27,0.57,36,0.48
641,44.0-131.0,14,0.35,0.54,39,0.64
699,44.0-131.0,11,0.26,0.65,28,0.4
812,44.0-131.0,15,0.19,0.48,40,0.4
887,44.0-131.0,12,0.24,0.47,32,0.52
946,44.0-131.0,16,0.26,0.66,38,0.4
1004,47.0-113.0,12,0.25,0.48,31,0.52
1022,47.0-113.0,16,0.22,0.54,37,0.4
1049,47.0-113.0,10,0.31,0.56,29,0.56
108,47.0-113.0,10,0.22,0.54,28,0.4
1086,47.0-113.0,16,0.19,0.47,29,0.4
1135,47.0-113.0,14,0.44,0.48,26,0.92
1150,47.0-113.0,11,0.27,0.57,23,0.48
1168,47.0-113.0,13,0.24,0.46,29,0.52
1215,47.0-113.0,18,0.25,0.53,35,0.48
1218,47.0-113.0,10,0.25,0.42,26,0.6
1263,47.0-113.0,18,0.23,0.58,42,0.4
1280,47.0-113.0,19,0.23,0.52,33,0.44
1288,47.0-113.0,16,0.2,0.51,33,0.4
1297,47.0-113.0,18,0.22,0.56,34,0.4
1379,47.0-113.0,20,0.21,0.47,38,0.44
1391,47.0-113.0,14,0.19,0.48,26,0.4
1392,47.0-113.0,14,0.22,0.46,24,0.48
1436,47.0-113.0,10,0.24,0.47,28,0.52
1478,47.0-113.0,19,0.39,0.46,33,0.84
1493,47.0-113.0,20,0.22,0.49,38,0.44
1496,47.0-113.0,12,0.24,0.51,28,0.48
1518,47.0-113.0,16,0.19,0.44,36,0.44
1520,47.0-113.0,12,0.2,0.51,27,0.4
1525,47.0-113.0,16,0.23,0.53,34,0.44
1554,47.0-113.0,16,0.22,0.49,38,0.44
1559,47.0-113.0,11,0.22,0.51,32,0.44
1572,47.0-113.0,13,0.24,0.46,28,0.52
1582,47.0-113.0,14,0.2,0.49,31,0.4
1584,47.0-113.0,11,0.19,0.44,32,0.44
1638,47.0-113.0,14,0.3,0.5,27,0.6
1754,47.0-113.0,14,0.32,0.58,37,0.56
1824,47.0-113.0,12,0.21,0.48,27,0.44
1857,47.0-113.0,11,0.22,0.56,29,0.4
1872,47.0-113.0,17,0.23,0.58,39,0.4
1884,47.0-113.0,12,0.21,0.43,32,0.48
1885,47.0-113.0,14,0.27,0.52,35,0.52
1960,47.0-113.0,15,0.39,0.47,26,0.84
1966,47.0-113.0,19,0.23,0.47,29,0.48
1974,47.0-113.0,10,0.24,0.51,24,0.48
1988,47.0-113.0,18,0.24,0.46,34,0.52
2006,47.0-113.0,13,0.21,0.52,36,0.4
201,47.0-113.0,14,0.2,0.46,25,0.44
2018,47.0-113.0,15,0.23,0.52,27,0.44
2020,47.0-113.0,13,0.26,0.59,28,0.44
2031,47.0-113.0,20,0.36,0.56,34,0.64
2053,47.0-113.0,13,0.21,0.52,25,0.4
2068,47.0-113.0,11,0.24,0.54,31,0.44
2090,47.0-113.0,18,0.19,0.47,31,0.4
2091,47.0-113.0,15,0.29,0.45,38,0.64
2092,47.0-113.0,11,0.26,0.54,23,0.48
210,47.0-113.0,13,0.24,0.47,37,0.52
2106,47.0-113.0,19,0.35,0.49,41,0.72
2124,47.0-113.0,18,0.25,0.52,39,0.48
2125,47.0-113.0,16,0.29,0.56,26,0.52
2131,47.0-113.0,15,0.21,0.53,29,0.4
2132,47.0-113.0,13,0.31,0.56,26,0.56
2138,47.0-113.0,15,0.24,0.46,31,0.52
2148,47.0-113.0,16,0.25,0.52,28,0.48
2161,47.0-113.0,10,0.25,0.52,34,0.48
2179,47.0-113.0,20,0.21,0.53,41,0.4
2206,47.0-113.0,20,0.21,0.48,36,0.44
2220,47.0-113.0,13,0.2,0.45,23,0.44
2223,47.0-113.0,13,0.23,0.53,37,0.44
2233,47.0-113.0,16,0.36,0.5,40,0.72
2239,47.0-113.0,15,0.27,0.61,33,0.44
2246,47.0-113.0,17,0.3,0.63,36,0.48
2250,47.0-113.0,20,0.31,0.56,41,0.56
2257,47.0-113.0,13,0.2,0.51,28,0.4
2263,47.0-113.0,12,0.25,0.53,28,0.48
2288,47.0-113.0,16,0.27,0.45,26,0.6
2321,47.0-113.0,17,0.24,0.54,29,0.44
2324,47.0-113.0,14,0.31,0.56,31,0.56
2357,47.0-113.0,18,0.2,0.45,41,0.44
2361,47.0-113.0,13,0.19,0.47,28,0.4
2383,47.0-113.0,15,0.21,0.48,29,0.44
24,47.0-113.0,14,0.25,0.49,32,0.52
2415,47.0-113.0,16,0.27,0.56,38,0.48
2422,47.0-113.0,12,0.26,0.59,30,0.44
2423,47.0-113.0,10,0.23,0.52,33,0.44
2425,47.0-113.0,19,0.26,0.55,34,0.48
245,47.0-113.0,16,0.23,0.58,29,0.4
2484,47.0-113.0,20,0.22,0.5,41,0.44
2523,47.0-113.0,11,0.23,0.47,36,0.48
2541,47.0-113.0,11,0.3,0.5,34,0.6
2550,47.0-113.0,11,0.26,0.6,36,0.44
2551,47.0-113.0,18,0.26,0.55,30,0.48
2598,47.0-113.0,17,0.27,0.49,30,0.56
2648,47.0-113.0,17,0.24,0.6,29,0.4
2651,47.0-113.0,16,0.25,0.41,32,0.6
2697,47.0-113.0,13,0.2,0.49,35,0.4
2710,47.0-113.0,14,0.26,0.58,24,0.44
316,47.0-113.0,13,0.23,0.57,38,0.4
365,47.0-113.0,20,0.25,0.52,40,0.48
368,47.0-113.0,16,0.25,0.52,38,0.48
409,47.0-113.0,10,0.33,0.55,23,0.6
417,47.0-113.0,10,0.28,0.58,33,0.48
430,47.0-113.0,12,0.38,0.56,22,0.68
496,47.0-113.0,15,0.37,0.58,35,0.64
499,47.0-113.0,17,0.27,0.51,40,0.52
525,47.0-113.0,13,0.53,0.58,31,0.92
546,47.0-113.0,10,0.26,0.59,27,0.44
595,47.0-113.0,13,0.26,0.6,36,0.44
604,47.0-113.0,18,0.25,0.62,36,0.4
621,47.0-113.0,10,0.28,0.5,29,0.56
628,47.0-113.0,11,0.27,0.57,31,0.48
632,47.0-113.0,13,0.31,0.52,32,0.6
670,47.0-113.0,16,0.23,0.47,29,0.48
730,47.0-113.0,18,0.28,0.58,31,0.48
742,47.0-113.0,18,0.21,0.52,42,0.4
810,47.0-113.0,12,0.23,0.58,25,0.4
816,47.0-113.0,18,0.48,0.57,31,0.84
887,47.0-113.0,12,0.21,0.47,25,0.44
896,47.0-113.0,17,0.26,0.58,31,0.44
903,47.0-113.0,13,0.26,0.58,27,0.44
971,47.0-113.0,18,0.25,0.49,30,0.52
973,47.0-113.0,13,0.22,0.56,25,0.4
1102,47.0-122.0,18,0.21,0.53,32,0.4
1135,47.0-122.0,16,0.25,0.48,29,0.52
1168,47.0-122.0,20,0.2,0.46,37,0.44
1218,47.0-122.0,18,0.24,0.42,37,0.56
1229,47.0-122.0,13,0.21,0.52,29,0.4
1274,47.0-122.0,10,0.32,0.57,24,0.56
1418,47.0-122.0,16,0.25,0.56,31,0.44
1478,47.0-122.0,20,0.24,0.46,38,0.52
1487,47.0-122.0,18,0.22,0.49,37,0.44
1507,47.0-122.0,17,0.22,0.43,42,0.52
1572,47.0-122.0,16,0.18,0.46,33,0.4
1582,47.0-122.0,18,0.24,0.49,43,0.48
1638,47.0-122.0,20,0.22,0.5,30,0.44
1666,47.0-122.0,14,0.22,0.55,35,0.4
1673,47.0-122.0,20,0.22,0.5,36,0.44
1718,47.0-122.0,17,0.2,0.49,30,0.4
1734,47.0-122.0,16,0.22,0.54,26,0.4
1754,47.0-122.0,15,0.23,0.58,29,0.4
1835,47.0-122.0,20,0.23,0.58,39,0.4
1842,47.0-122.0,13,0.24,0.59,23,0.4
1877,47.0-122.0,15,0.25,0.52,33,0.48
1884,47.0-122.0,14,0.22,0.43,24,0.52
1885,47.0-122.0,15,0.21,0.52,32,0.4
1913,47.0-122.0,15,0.25,0.48,32,0.52
1922,47.0-122.0,19,0.22,0.49,38,0.44
1953,47.0-122.0,19,0.24,0.59,29,0.4
1960,47.0-122.0,20,0.24,0.47,35,0.52
1988,47.0-122.0,14,0.29,0.46,29,0.64
2003,47.0-122.0,13,0.3,0.57,27,0.52
2006,47.0-122.0,14,0.21,0.52,38,0.4
2031,47.0-122.0,10,0.27,0.56,32,0.48
2068,47.0-122.0,19,0.26,0.54,42,0.48
2082,47.0-122.0,17,0.22,0.49,27,0.44
210,47.0-122.0,19,0.19,0.47,36,0.4
2125,47.0-122.0,16,0.31,0.56,38,0.56
2145,47.0-122.0,17,0.35,0.63,34,0.56
2148,47.0-122.0,14,0.21,0.52,33,0.4
2184,47.0-122.0,20,0.24,0.54,30,0.44
2187,47.0-122.0,11,0.22,0.55,35,0.4
220,47.0-122.0,14,0.17,0.42,26,0.4
2220,47.0-122.0,20,0.25,0.45,40,0.56
2257,47.0-122.0,14,0.22,0.51,27,0.44
2415,47.0-122.0,20,0.27,0.56,31,0.48
2425,47.0-122.0,19,0.24,0.55,29,0.44
2431,47.0-122.0,20,0.17,0.39,32,0.44
2475,47.0-122.0,13,0.21,0.53,26,0.4
2571,47.0-122.0,17,0.53,0.63,37,0.84
2605,47.0-122.0,11,0.21,0.53,31,0.4
2638,47.0-122.0,17,0.2,0.46,38,0.44
2657,47.0-122.0,20,0.28,0.59,41,0.48
2663,47.0-122.0,10,0.42,0.53,20,0.8
2697,47.0-122.0,14,0.25,0.49,24,0.52
340,47.0-122.0,16,0.25,0.57,39,0.44
377,47.0-122.0,18,0.23,0.48,41,0.48
409,47.0-122.0,12,0.29,0.55,26,0.52
430,47.0-122.0,10,0.22,0.56,25,0.4
625,47.0-122.0,15,0.29,0.55,36,0.52
628,47.0-122.0,16,0.25,0.57,36,0.44
640,47.0-122.0,15,0.3,0.57,29,0.52
670,47.0-122.0,17,0.3,0.47,30,0.64
730,47.0-122.0,20,0.44,0.58,38,0.76
731,47.0-122.0,17,0.24,0.61,33,0.4
799,47.0-122.0,12,0.22,0.55,27,0.4
810,47.0-122.0,11,0.28,0.58,22,0.48
837,47.0-122.0,14,0.28,0.54,36,0.52
840,47.0-122.0,15,0.23,0.58,36,0.4
887,47.0-122.0,20,0.19,0.47,44,0.4
944,47.0-122.0,18,0.21,0.53,33,0.4
97,47.0-122.0,10,0.23,0.58,27,0.4
1135,47.0-123.0,15,0.21,0.48,40,0.44
1218,47.0-123.0,13,0.2,0.42,33,0.48
1274,47.0-123.0,19,0.27,0.57,41,0.48
1487,47.0-123.0,11,0.2,0.49,27,0.4
1507,47.0-123.0,18,0.21,0.43,41,0.48
1582,47.0-123.0,19,0.25,0.49,34,0.52
1771,47.0-123.0,10,0.31,0.64,28,0.48
1955,47.0-123.0,16,0.32,0.67,34,0.48
1960,47.0-123.0,13,0.21,0.47,27,0.44
1988,47.0-123.0,11,0.22,0.46,21,0.48
2003,47.0-123.0,16,0.3,0.57,33,0.52
2057,47.0-123.0,18,0.28,0.59,30,0.48
2082,47.0-123.0,14,0.2,0.49,28,0.4
2220,47.0-123.0,19,0.22,0.45,44,0.48
2257,47.0-123.0,14,0.2,0.51,29,0.4
2475,47.0-123.0,11,0.25,0.53,27,0.48
2541,47.0-123.0,14,0.2,0.5,32,0.4
2571,47.0-123.0,20,0.38,0.63,30,0.6
2605,47.0-123.0,16,0.25,0.53,27,0.48
2638,47.0-123.0,17,0.18,0.46,34,0.4
2657,47.0-123.0,16,0.26,0.59,38,0.44
2663,47.0-123.0,10,0.36,0.53,22,0.68
2697,47.0-123.0,19,0.2,0.49,41,0.4
340,47.0-123.0,14,0.23,0.57,36,0.4
365,47.0-123.0,19,0.21,0.52,33,0.4
377,47.0-123.0,13,0.21,0.48,25,0.44
409,47.0-123.0,15,0.26,0.55,28,0.48
624,47.0-123.0,18,0.3,0.62,36,0.48
625,47.0-123.0,18,0.26,0.55,41,0.48
628,47.0-123.0,10,0.25,0.57,31,0.44
640,47.0-123.0,12,0.34,0.57,29,0.6
670,47.0-123.0,16,0.28,0.47,28,0.6
730,47.0-123.0,14,0.35,0.58,35,0.6
810,47.0-123.0,14,0.23,0.58,36,0.4
905,47.0-123.0,10,0.21,0.53,30,0.4
100,47.0-128.0,12,0.22,0.56,24,0.4
1049,47.0-128.0,10,0.25,0.56,23,0.44
1102,47.0-128.0,15,0.23,0.53,36,0.44
1200,47.0-128.0,13,0.22,0.54,34,0.4
1253,47.0-128.0,13,0.29,0.6,25,0.48
1296,47.0-128.0,19,0.25,0.57,39,0.44
1298,47.0-128.0,18,0.36,0.65,42,0.56
1377,47.0-128.0,11,0.25,0.56,30,0.44
139,47.0-128.0,11,0.19,0.47,30,0.4
1404,47.0-128.0,14,0.26,0.58,32,0.44
1412,47.0-128.0,14,0.26,0.55,36,0.48
1425,47.0-128.0,10,0.23,0.47,32,0.48
1451,47.0-128.0,15,0.2,0.5,27,0.4
1489,47.0-128.0,17,0.23,0.57,27,0.4
1490,47.0-128.0,11,0.31,0.65,21,0.48
150,47.0-128.0,10,0.22,0.56,28,0.4
1543,47.0-128.0,11,0.23,0.57,33,0.4
1553,47.0-128.0,10,0.23,0.58,25,0.4
1582,47.0-128.0,19,0.27,0.49,41,0.56
1618,47.0-128.0,12,0.21,0.53,32,0.4
1635,47.0-128.0,20,0.21,0.53,32,0.4
1638,47.0-128.0,12,0.26,0.5,32,0.52
1641,47.0-128.0,10,0.24,0.59,35,0.4
1658,47.0-128.0,11,0.36,0.57,31,0.64
1677,47.0-128.0,13,0.21,0.53,25,0.4
1695,47.0-128.0,11,0.31,0.7,24,0.44
1700,47.0-128.0,14,0.19,0.48,33,0.4
1751,47.0-128.0,13,0.3,0.57,32,0.52
1771,47.0-128.0,14,0.44,0.64,28,0.68
1802,47.0-128.0,13,0.23,0.52,25,0.44
1814,47.0-128.0,14,0.25,0.63,30,0.4
1880,47.0-128.0,14,0.22,0.51,31,0.44
1883,47.0-128.0,17,0.29,0.73,32,0.4
1888,47.0-128.0,19,0.21,0.53,34,0.4
1890,47.0-128.0,16,0.22,0.55,39,0.4
1935,47.0-128.0,16,0.27,0.56,37,0.48
1955,47.0-128.0,13,0.43,0.67,26,0.64
2020,47.0-128.0,16,0.24,0.59,34,0.4
2028,47.0-128.0,12,0.26,0.64,28,0.4
2068,47.0-128.0,17,0.28,0.54,37,0.52
2100,47.0-128.0,15,0.26,0.64,40,0.4
2162,47.0-128.0,13,0.26,0.55,29,0.48
2206,47.0-128.0,19,0.23,0.48,35,0.48
2259,47.0-128.0,12,0.22,0.56,23,0.4
2303,47.0-128.0,16,0.21,0.52,30,0.4
2361,47.0-128.0,10,0.19,0.47,35,0.4
2380,47.0-128.0,18,0.31,0.55,39,0.56
2422,47.0-128.0,20,0.24,0.59,36,0.4
2431,47.0-128.0,20,0.19,0.39,38,0.48
2442,47.0-128.0,18,0.24,0.6,41,0.4
2475,47.0-128.0,10,0.21,0.53,35,0.4
2484,47.0-128.0,20,0.2,0.5,44,0.4
2544,47.0-128.0,10,0.18,0.42,33,0.44
2605,47.0-128.0,20,0.23,0.53,40,0.44
2651,47.0-128.0,16,0.16,0.41,34,0.4
2676,47.0-128.0,15,0.21,0.53,35,0.4
2691,47.0-128.0,12,0.24,0.59,26,0.4
2694,47.0-128.0,20,0.34,0.66,31,0.52
31,47.0-128.0,10,0.24,0.6,30,0.4
338,47.0-128.0,12,0.24,0.6,25,0.4
359,47.0-128.0,19,0.24,0.61,37,0.4
419,47.0-128.0,10,0.2,0.5,25,0.4
537,47.0-128.0,11,0.38,0.56,33,0.68
588,47.0-128.0,13,0.31,0.64,29,0.48
62,47.0-128.0,19,0.26,0.64,42,0.4
621,47.0-128.0,18,0.22,0.5,36,0.44
624,47.0-128.0,11,0.32,0.62,21,0.52
640,47.0-128.0,11,0.32,0.57,34,0.56
699,47.0-128.0,12,0.26,0.65,24,0.4
730,47.0-128.0,17,0.26,0.58,39,0.44
851,47.0-128.0,12,0.27,0.62,29,0.44
933,47.0-128.0,10,0.24,0.6,28,0.4
946,47.0-128.0,19,0.29,0.66,43,0.44
965,47.0-128.0,10,0.26,0.59,29,0.44
973,47.0-128.0,16,0.22,0.56,36,0.4
976,47.0-128.0,16,0.33,0.55,39,0.6
1049,48.0-128.0,16,0.25,0.56,41,0.44
1200,48.0-128.0,17,0.22,0.54,33,0.4
1253,48.0-128.0,13,0.26,0.6,26,0.44
1298,48.0-128.0,17,0.31,0.65,37,0.48
1377,48.0-128.0,12,0.22,0.56,34,0.4
1395,48.0-128.0,11,0.23,0.57,35,0.4
1423,48.0-128.0,10,0.24,0.6,27,0.4
1489,48.0-128.0,19,0.23,0.57,31,0.4
1490,48.0-128.0,13,0.29,0.65,36,0.44
1543,48.0-128.0,16,0.25,0.57,38,0.44
1582,48.0-128.0,12,0.24,0.49,32,0.48
1635,48.0-128.0,15,0.21,0.53,37,0.4
1638,48.0-128.0,11,0.22,0.5,33,0.44
1641,48.0-128.0,13,0.24,0.59,24,0.4
1658,48.0-128.0,18,0.32,0.57,41,0.56
1681,48.0-128.0,20,0.24,0.61,37,0.4
1695,48.0-128.0,17,0.28,0.7,35,0.4
